Intercept,Coef1,Coef2,Coef3,Coef4,Coef5,Coef6,Coef7,Coef8
71.95369037490464,-0.02999851358527035,1.6656260873797084e-06,-2.979085684421447e-12,-1.7674964512554969e-15,0.04766080488224785,0.6510260259165365,-0.02709957661326111,0.00032101979298397647
